year,level_1,level_2,level_3,level_4,value
2015,Chinese,Females,Newton- Total,Goodwood Park,380
2015,Chinese,Females,Newton- Total,Monk's Hill,380
2015,Chinese,Females,Newton- Total,Newton Circus,60
2015,Chinese,Females,Newton- Total,Orange Grove,530
2015,Chinese,Females,Novena- Total,Balestier,13410
2015,Chinese,Females,Novena- Total,Dunearn,1770
2015,Chinese,Females,Novena- Total,Malcolm,1180
2015,Chinese,Females,Novena- Total,Moulmein,3600
2015,Chinese,Females,Novena- Total,Mount Pleasant,250
2015,Chinese,Females,Orchard- Total,Boulevard,160
2015,Chinese,Females,Orchard- Total,Somerset,50
2015,Chinese,Females,Orchard- Total,Tanglin,140
2015,Chinese,Females,Outram- Total,China Square,800
2015,Chinese,Females,Outram- Total,Chinatown,5270
2015,Chinese,Females,Outram- Total,Pearl's Hill,2800
2015,Chinese,Females,Outram- Total,People's Park,190
2015,Chinese,Females,Pasir Ris- Total,Flora Drive,5230
2015,Chinese,Females,Pasir Ris- Total,Loyang East,820
2015,Chinese,Females,Pasir Ris- Total,Loyang West,80
2015,Chinese,Females,Pasir Ris- Total,Pasir Ris Central,9600
2015,Chinese,Females,Pasir Ris- Total,Pasir Ris Drive,18320
2015,Chinese,Females,Pasir Ris- Total,Pasir Ris Park,1160
2015,Chinese,Females,Pasir Ris- Total,Pasir Ris West,12540
2015,Chinese,Females,Punggol- Total,Matilda,11780
2015,Chinese,Females,Punggol- Total,Northshore,120
2015,Chinese,Females,Punggol- Total,Punggol Field,17280
2015,Chinese,Females,Punggol- Total,Punggol Town Centre,3110
2015,Chinese,Females,Punggol- Total,Waterway East,10720
2015,Chinese,Females,Queenstown- Total,Commonwealth,3220
2015,Chinese,Females,Queenstown- Total,Dover,5470
2015,Chinese,Females,Queenstown- Total,Ghim Moh,4930
2015,Chinese,Females,Queenstown- Total,Holland Drive,6440
2015,Chinese,Females,Queenstown- Total,Kent Ridge,370
2015,Chinese,Females,Queenstown- Total,Margaret Drive,4770
2015,Chinese,Females,Queenstown- Total,Mei Chin,6900
2015,Chinese,Females,Queenstown- Total,National University of S'pore,240
2015,Chinese,Females,Queenstown- Total,One North,220
2015,Chinese,Females,Queenstown- Total,Pasir Panjang 1,1800
2015,Chinese,Females,Queenstown- Total,Pasir Panjang 2,1470
2015,Chinese,Females,Queenstown- Total,Port,60
2015,Chinese,Females,Queenstown- Total,Queensway,110
2015,Chinese,Females,Queenstown- Total,Singapore Polytechnic,60
2015,Chinese,Females,Queenstown- Total,Tanglin Halt,5240
2015,Chinese,Females,River Valley- Total,Institution Hill,1300
2015,Chinese,Females,River Valley- Total,Leonie Hill,820
2015,Chinese,Females,River Valley- Total,One Tree Hill,710
2015,Chinese,Females,River Valley- Total,Oxley,620
2015,Chinese,Females,River Valley- Total,Paterson,70
2015,Chinese,Females,Rochor- Total,Bencoolen,560
2015,Chinese,Females,Rochor- Total,Farrer Park,1050
2015,Chinese,Females,Rochor- Total,Kampong Glam,20
2015,Chinese,Females,Rochor- Total,Little India,1420
2015,Chinese,Females,Rochor- Total,Mackenzie,40
2015,Chinese,Females,Rochor- Total,Mount Emily,460
2015,Chinese,Females,Rochor- Total,Selegie,90
2015,Chinese,Females,Rochor- Total,Sungei Road,780
2015,Chinese,Females,Rochor- Total,Victoria,950
2015,Chinese,Females,Seletar- Total,Seletar,90
2015,Chinese,Females,Sembawang- Total,Admiralty,5180
2015,Chinese,Females,Sembawang- Total,Sembawang Central,10930
2015,Chinese,Females,Sembawang- Total,Sembawang North,9640
2015,Chinese,Females,Sembawang- Total,Sembawang Springs,1830
2015,Chinese,Females,Sembawang- Total,Sembawang Straits,620
2015,Chinese,Females,Sengkang- Total,Anchorvale,15090
2015,Chinese,Females,Sengkang- Total,Compassvale,8070
2015,Chinese,Females,Sengkang- Total,Fernvale,13670
2015,Chinese,Females,Sengkang- Total,Rivervale,22930
2015,Chinese,Females,Sengkang- Total,Sengkang Town Centre,21760
2015,Chinese,Females,Serangoon- Total,Lorong Chuan,3960
2015,Chinese,Females,Serangoon- Total,Seletar Hills,6130
2015,Chinese,Females,Serangoon- Total,Serangoon Central,11610
2015,Chinese,Females,Serangoon- Total,Serangoon Garden,17030
2015,Chinese,Females,Serangoon- Total,Serangoon North,6980
2015,Chinese,Females,Serangoon- Total,Upper Paya Lebar,6860
2015,Chinese,Females,Singapore River- Total,Boat Quay,50
2015,Chinese,Females,Singapore River- Total,Clarke Quay,30
2015,Chinese,Females,Singapore River- Total,Robertson Quay,950
2015,Chinese,Females,Southern Islands- Total,Sentosa,440
2015,Chinese,Females,Sungei Kadut- Total,Gali Batu,70
2015,Chinese,Females,Sungei Kadut- Total,Turf Club,270
2015,Chinese,Females,Tampines- Total,Simei,16030
2015,Chinese,Females,Tampines- Total,Tampines East,45730
2015,Chinese,Females,Tampines- Total,Tampines West,27300
2015,Chinese,Females,Tampines- Total,Xilin,800
2015,Chinese,Females,Tanglin- Total,Chatsworth,2160
2015,Chinese,Females,Tanglin- Total,Nassim,3600
2015,Chinese,Females,Tanglin- Total,Ridout,580
2015,Chinese,Females,Tanglin- Total,Tyersall,1410
2015,Chinese,Females,Toa Payoh- Total,Boon Teck,5870
2015,Chinese,Females,Toa Payoh- Total,Braddell,4430
2015,Chinese,Females,Toa Payoh- Total,Joo Seng,2900
2015,Chinese,Females,Toa Payoh- Total,Kim Keat,3630
2015,Chinese,Females,Toa Payoh- Total,Lorong 8 Toa Payoh,3490
2015,Chinese,Females,Toa Payoh- Total,Pei Chun,5060
2015,Chinese,Females,Toa Payoh- Total,Potong Pasir,5270
2015,Chinese,Females,Toa Payoh- Total,Sennett,2150
2015,Chinese,Females,Toa Payoh- Total,Toa Payoh Central,13540
2015,Chinese,Females,Toa Payoh- Total,Toa Payoh West,6150
2015,Chinese,Females,Toa Payoh- Total,Woodleigh,1130
2015,Chinese,Females,Western Water Catchment- Total,Western Water Catchment,410
2015,Chinese,Females,Woodlands- Total,Midview,10580
2015,Chinese,Females,Woodlands- Total,North Coast,3960
2015,Chinese,Females,Woodlands- Total,Woodgrove,11550
2015,Chinese,Females,Woodlands- Total,Woodlands East,30320
2015,Chinese,Females,Woodlands- Total,Woodlands South,10930
2015,Chinese,Females,Woodlands- Total,Woodlands West,9350
2015,Chinese,Females,Yishun- Total,Khatib,4120
2015,Chinese,Females,Yishun- Total,Lower Seletar,1130
2015,Chinese,Females,Yishun- Total,Nee Soon,420
2015,Chinese,Females,Yishun- Total,Northland,10040
2015,Chinese,Females,Yishun- Total,Springleaf,1790
2015,Chinese,Females,Yishun- Total,Yishun Central,610
2015,Chinese,Females,Yishun- Total,Yishun East,19040
2015,Chinese,Females,Yishun- Total,Yishun South,14750
2015,Chinese,Females,Yishun- Total,Yishun West,20160
2015,Malays,Total,Ang Mo Kio- Total,Ang Mo Kio Town Centre,210
2015,Malays,Total,Ang Mo Kio- Total,Cheng San,2140
2015,Malays,Total,Ang Mo Kio- Total,Chong Boon,1950
2015,Malays,Total,Ang Mo Kio- Total,Kebun Bahru,2200
2015,Malays,Total,Ang Mo Kio- Total,Sembawang Hills,100
2015,Malays,Total,Ang Mo Kio- Total,Shangri-La,2410
2015,Malays,Total,Ang Mo Kio- Total,Tagore,70
2015,Malays,Total,Ang Mo Kio- Total,Townsville,1660
2015,Malays,Total,Ang Mo Kio- Total,Yio Chu Kang East,50
2015,Malays,Total,Ang Mo Kio- Total,Yio Chu Kang West,2270
2015,Malays,Total,Bedok- Total,Bayshore,130
2015,Malays,Total,Bedok- Total,Bedok North,17030
2015,Malays,Total,Bedok- Total,Bedok Reservoir,3700
2015,Malays,Total,Bedok- Total,Bedok South,5890
2015,Malays,Total,Bedok- Total,Frankel,1160
2015,Malays,Total,Bedok- Total,Kaki Bukit,9740
2015,Malays,Total,Bedok- Total,Kembangan,6220
2015,Malays,Total,Bedok- Total,Siglap,110
2015,Malays,Total,Bishan- Total,Bishan East,1460
2015,Malays,Total,Bishan- Total,Marymount,1270
2015,Malays,Total,Bishan- Total,Upper Thomson,1040
2015,Malays,Total,Bukit Batok- Total,Bukit Batok Central,3240
2015,Malays,Total,Bukit Batok- Total,Bukit Batok East,3120
2015,Malays,Total,Bukit Batok- Total,Bukit Batok South,1570
2015,Malays,Total,Bukit Batok- Total,Bukit Batok West,2430
2015,Malays,Total,Bukit Batok- Total,Gombak,630
2015,Malays,Total,Bukit Batok- Total,Guilin,1920
2015,Malays,Total,Bukit Batok- Total,Hillview,340
2015,Malays,Total,Bukit Batok- Total,Hong Kah North,6330
2015,Malays,Total,Bukit Merah- Total,Alexandra Hill,2300
2015,Malays,Total,Bukit Merah- Total,Alexandra North,10
2015,Malays,Total,Bukit Merah- Total,Bukit Ho Swee,1500
2015,Malays,Total,Bukit Merah- Total,Bukit Merah,20
2015,Malays,Total,Bukit Merah- Total,Depot Road,160
2015,Malays,Total,Bukit Merah- Total,Everton Park,670
2015,Malays,Total,Bukit Merah- Total,Henderson Hill,2010
2015,Malays,Total,Bukit Merah- Total,Kampong Tiong Bahru,1050
2015,Malays,Total,Bukit Merah- Total,Maritime Square,40
2015,Malays,Total,Bukit Merah- Total,Redhill,1010
2015,Malays,Total,Bukit Merah- Total,Telok Blangah Drive,1350
2015,Malays,Total,Bukit Merah- Total,Telok Blangah Rise,760
2015,Malays,Total,Bukit Merah- Total,Telok Blangah Way,1350
2015,Malays,Total,Bukit Merah- Total,Tiong Bahru,230
2015,Malays,Total,Bukit Merah- Total,Tiong Bahru Station,960
2015,Malays,Total,Bukit Panjang- Total,Bangkit,4150
2015,Malays,Total,Bukit Panjang- Total,Dairy Farm,80
2015,Malays,Total,Bukit Panjang- Total,Fajar,5450
2015,Malays,Total,Bukit Panjang- Total,Jelebu,4480
2015,Malays,Total,Bukit Panjang- Total,Nature Reserve,80
2015,Malays,Total,Bukit Panjang- Total,Saujana,4550
2015,Malays,Total,Bukit Panjang- Total,Senja,3430
2015,Malays,Total,Bukit Timah- Total,Anak Bukit,220
2015,Malays,Total,Bukit Timah- Total,Coronation Road,30
2015,Malays,Total,Bukit Timah- Total,Farrer Court,150
2015,Malays,Total,Bukit Timah- Total,Hillcrest,60
2015,Malays,Total,Bukit Timah- Total,Holland Road,80
2015,Malays,Total,Bukit Timah- Total,Leedon Park,80
2015,Malays,Total,Bukit Timah- Total,Swiss Club,70
2015,Malays,Total,Bukit Timah- Total,Ulu Pandan,70
2015,Malays,Total,Changi- Total,Changi Point,210
2015,Malays,Total,Changi- Total,Changi West,510
2015,Malays,Total,Choa Chu Kang- Total,Choa Chu Kang Central,2970
2015,Malays,Total,Choa Chu Kang- Total,Choa Chu Kang North,5510
2015,Malays,Total,Choa Chu Kang- Total,Keat Hong,2470
2015,Malays,Total,Choa Chu Kang- Total,Peng Siang,6000
2015,Malays,Total,Choa Chu Kang- Total,Teck Whye,6350
2015,Malays,Total,Choa Chu Kang- Total,Yew Tee,6330
2015,Malays,Total,Clementi- Total,Clementi Central,1580
2015,Malays,Total,Clementi- Total,Clementi North,3330
2015,Malays,Total,Clementi- Total,Clementi West,2690
2015,Malays,Total,Clementi- Total,Clementi Woods,2040
2015,Malays,Total,Clementi- Total,Faber,40
2015,Malays,Total,Clementi- Total,Sunset Way,220
2015,Malays,Total,Clementi- Total,West Coast,40
2015,Malays,Total,Downtown Core- Total,Bugis,20
2015,Malays,Total,Downtown Core- Total,Cecil,10
2015,Malays,Total,Downtown Core- Total,Central Subzone,10
2015,Malays,Total,Geylang- Total,Aljunied,3030
2015,Malays,Total,Geylang- Total,Geylang East,5140
2015,Malays,Total,Geylang- Total,Kampong Ubi,2860
2015,Malays,Total,Geylang- Total,Macpherson,4250
2015,Malays,Total,Hougang- Total,Hougang Central,250
2015,Malays,Total,Hougang- Total,Hougang East,1850
2015,Malays,Total,Hougang- Total,Hougang West,4790
2015,Malays,Total,Hougang- Total,Kangkar,1830
2015,Malays,Total,Hougang- Total,Kovan,590
2015,Malays,Total,Hougang- Total,Lorong Ah Soo,2600
2015,Malays,Total,Hougang- Total,Tai Seng,1260
2015,Malays,Total,Hougang- Total,Trafalgar,4480
2015,Malays,Total,Jurong East- Total,Lakeside,20
2015,Malays,Total,Jurong East- Total,Teban Gardens,4800
2015,Malays,Total,Jurong East- Total,Toh Guan,1930
2015,Malays,Total,Jurong East- Total,Yuhua East,3740
2015,Malays,Total,Jurong East- Total,Yuhua West,3260
2015,Malays,Total,Jurong West- Total,Boon Lay Place,7420
2015,Malays,Total,Jurong West- Total,Hong Kah,10610
2015,Malays,Total,Jurong West- Total,Jurong West Central,8530
2015,Malays,Total,Jurong West- Total,Taman Jurong,6320
2015,Malays,Total,Jurong West- Total,Wenya,1440
2015,Malays,Total,Jurong West- Total,Yunnan,14310
2015,Malays,Total,Kallang- Total,Bendemeer,1560
2015,Malays,Total,Kallang- Total,Boon Keng,1250
2015,Malays,Total,Kallang- Total,Crawford,1720
2015,Malays,Total,Kallang- Total,Geylang Bahru,1590
2015,Malays,Total,Kallang- Total,Kampong Bugis,40
2015,Malays,Total,Kallang- Total,Kampong Java,380
2015,Malays,Total,Kallang- Total,Lavender,960
2015,Malays,Total,Kallang- Total,Tanjong Rhu,490
2015,Malays,Total,Mandai- Total,Mandai Estate,110
2015,Malays,Total,Marine Parade- Total,Katong,100
2015,Malays,Total,Marine Parade- Total,Marine Parade,3320
2015,Malays,Total,Marine Parade- Total,Mountbatten,80
2015,Malays,Total,Newton- Total,Cairnhill,20
2015,Malays,Total,Newton- Total,Goodwood Park,10
2015,Malays,Total,Newton- Total,Monk's Hill,10
2015,Malays,Total,Newton- Total,Orange Grove,20
2015,Malays,Total,Novena- Total,Balestier,1990
2015,Malays,Total,Novena- Total,Dunearn,20
2015,Malays,Total,Novena- Total,Malcolm,20
2015,Malays,Total,Novena- Total,Moulmein,80
2015,Malays,Total,Novena- Total,Mount Pleasant,10
2015,Malays,Total,Orchard- Total,Boulevard,10
2015,Malays,Total,Outram- Total,China Square,10
2015,Malays,Total,Outram- Total,Chinatown,620
2015,Malays,Total,Outram- Total,Pearl's Hill,1310
2015,Malays,Total,Pasir Ris- Total,Flora Drive,1070
2015,Malays,Total,Pasir Ris- Total,Loyang East,90
2015,Malays,Total,Pasir Ris- Total,Loyang West,30
2015,Malays,Total,Pasir Ris- Total,Pasir Ris Central,3790
2015,Malays,Total,Pasir Ris- Total,Pasir Ris Drive,16020
2015,Malays,Total,Pasir Ris- Total,Pasir Ris Park,330
2015,Malays,Total,Pasir Ris- Total,Pasir Ris West,7090
2015,Malays,Total,Punggol- Total,Matilda,4450
2015,Malays,Total,Punggol- Total,Punggol Field,4670
2015,Malays,Total,Punggol- Total,Punggol Town Centre,860
2015,Malays,Total,Punggol- Total,Waterway East,4490
2015,Malays,Total,Queenstown- Total,Commonwealth,1170
2015,Malays,Total,Queenstown- Total,Dover,1050
2015,Malays,Total,Queenstown- Total,Ghim Moh,1530
2015,Malays,Total,Queenstown- Total,Holland Drive,1190
2015,Malays,Total,Queenstown- Total,Kent Ridge,20
2015,Malays,Total,Queenstown- Total,Margaret Drive,330
2015,Malays,Total,Queenstown- Total,Mei Chin,1520
2015,Malays,Total,Queenstown- Total,National University of S'pore,10
2015,Malays,Total,Queenstown- Total,Pasir Panjang 1,40
2015,Malays,Total,Queenstown- Total,Pasir Panjang 2,80
2015,Malays,Total,Queenstown- Total,Queensway,10
2015,Malays,Total,Queenstown- Total,Tanglin Halt,1770
2015,Malays,Total,River Valley- Total,Institution Hill,30
2015,Malays,Total,River Valley- Total,Leonie Hill,30
2015,Malays,Total,River Valley- Total,One Tree Hill,20
2015,Malays,Total,River Valley- Total,Oxley,20
2015,Malays,Total,Rochor- Total,Bencoolen,40
2015,Malays,Total,Rochor- Total,Farrer Park,70
2015,Malays,Total,Rochor- Total,Kampong Glam,30
2015,Malays,Total,Rochor- Total,Little India,30
2015,Malays,Total,Rochor- Total,Mount Emily,20
2015,Malays,Total,Rochor- Total,Sungei Road,420
2015,Malays,Total,Rochor- Total,Victoria,20
2015,Malays,Total,Sembawang- Total,Admiralty,2290
2015,Malays,Total,Sembawang- Total,Sembawang Central,3720
2015,Malays,Total,Sembawang- Total,Sembawang North,4040
2015,Malays,Total,Sembawang- Total,Sembawang Springs,150
2015,Malays,Total,Sembawang- Total,Sembawang Straits,100
2015,Malays,Total,Sengkang- Total,Anchorvale,3960
2015,Malays,Total,Sengkang- Total,Compassvale,1430
2015,Malays,Total,Sengkang- Total,Fernvale,5170
2015,Malays,Total,Sengkang- Total,Rivervale,6820
2015,Malays,Total,Sengkang- Total,Sengkang Town Centre,5210
2015,Malays,Total,Serangoon- Total,Lorong Chuan,50
2015,Malays,Total,Serangoon- Total,Seletar Hills,150
2015,Malays,Total,Serangoon- Total,Serangoon Central,1180
2015,Malays,Total,Serangoon- Total,Serangoon Garden,1980
2015,Malays,Total,Serangoon- Total,Serangoon North,1310
2015,Malays,Total,Serangoon- Total,Upper Paya Lebar,500
2015,Malays,Total,Singapore River- Total,Robertson Quay,10
2015,Malays,Total,Southern Islands- Total,Sentosa,20
2015,Malays,Total,Tampines- Total,Simei,5130
2015,Malays,Total,Tampines- Total,Tampines East,34020
2015,Malays,Total,Tampines- Total,Tampines West,16790
2015,Malays,Total,Tampines- Total,Xilin,70
2015,Malays,Total,Tanglin- Total,Chatsworth,50
2015,Malays,Total,Tanglin- Total,Nassim,90
2015,Malays,Total,Tanglin- Total,Tyersall,50
2015,Malays,Total,Toa Payoh- Total,Boon Teck,2280
2015,Malays,Total,Toa Payoh- Total,Braddell,1330
2015,Malays,Total,Toa Payoh- Total,Joo Seng,240
2015,Malays,Total,Toa Payoh- Total,Kim Keat,530
2015,Malays,Total,Toa Payoh- Total,Lorong 8 Toa Payoh,760
2015,Malays,Total,Toa Payoh- Total,Pei Chun,1010
2015,Malays,Total,Toa Payoh- Total,Potong Pasir,680
2015,Malays,Total,Toa Payoh- Total,Sennett,70
2015,Malays,Total,Toa Payoh- Total,Toa Payoh Central,2380
2015,Malays,Total,Toa Payoh- Total,Toa Payoh West,620
2015,Malays,Total,Toa Payoh- Total,Woodleigh,20
2015,Malays,Total,Woodlands- Total,Midview,9680
2015,Malays,Total,Woodlands- Total,North Coast,4240
2015,Malays,Total,Woodlands- Total,Woodgrove,8340
2015,Malays,Total,Woodlands- Total,Woodlands East,21560
2015,Malays,Total,Woodlands- Total,Woodlands South,9130
2015,Malays,Total,Woodlands- Total,Woodlands West,9360
2015,Malays,Total,Yishun- Total,Khatib,1390
2015,Malays,Total,Yishun- Total,Lower Seletar,340
2015,Malays,Total,Yishun- Total,Nee Soon,30
2015,Malays,Total,Yishun- Total,Northland,6030
2015,Malays,Total,Yishun- Total,Springleaf,30
2015,Malays,Total,Yishun- Total,Yishun Central,140
2015,Malays,Total,Yishun- Total,Yishun East,10500
2015,Malays,Total,Yishun- Total,Yishun South,4960
2015,Malays,Total,Yishun- Total,Yishun West,10520
2015,Malays,Males,Ang Mo Kio- Total,Ang Mo Kio Town Centre,90
2015,Malays,Males,Ang Mo Kio- Total,Cheng San,1080
2015,Malays,Males,Ang Mo Kio- Total,Chong Boon,950
2015,Malays,Males,Ang Mo Kio- Total,Kebun Bahru,1090
2015,Malays,Males,Ang Mo Kio- Total,Sembawang Hills,50
2015,Malays,Males,Ang Mo Kio- Total,Shangri-La,1200
2015,Malays,Males,Ang Mo Kio- Total,Tagore,40
2015,Malays,Males,Ang Mo Kio- Total,Townsville,800
2015,Malays,Males,Ang Mo Kio- Total,Yio Chu Kang East,30
2015,Malays,Males,Ang Mo Kio- Total,Yio Chu Kang West,1110
2015,Malays,Males,Bedok- Total,Bayshore,50
2015,Malays,Males,Bedok- Total,Bedok North,8510
2015,Malays,Males,Bedok- Total,Bedok Reservoir,1810
2015,Malays,Males,Bedok- Total,Bedok South,2900
2015,Malays,Males,Bedok- Total,Frankel,520
2015,Malays,Males,Bedok- Total,Kaki Bukit,4840
2015,Malays,Males,Bedok- Total,Kembangan,2970
2015,Malays,Males,Bedok- Total,Siglap,40
2015,Malays,Males,Bishan- Total,Bishan East,690
2015,Malays,Males,Bishan- Total,Marymount,600
2015,Malays,Males,Bishan- Total,Upper Thomson,500
2015,Malays,Males,Bukit Batok- Total,Bukit Batok Central,1580
2015,Malays,Males,Bukit Batok- Total,Bukit Batok East,1590
2015,Malays,Males,Bukit Batok- Total,Bukit Batok South,760
2015,Malays,Males,Bukit Batok- Total,Bukit Batok West,1200
2015,Malays,Males,Bukit Batok- Total,Gombak,310
2015,Malays,Males,Bukit Batok- Total,Guilin,920
2015,Malays,Males,Bukit Batok- Total,Hillview,150
2015,Malays,Males,Bukit Batok- Total,Hong Kah North,3180
2015,Malays,Males,Bukit Merah- Total,Alexandra Hill,1170
2015,Malays,Males,Bukit Merah- Total,Bukit Ho Swee,780
2015,Malays,Males,Bukit Merah- Total,Bukit Merah,10
2015,Malays,Males,Bukit Merah- Total,Depot Road,70
2015,Malays,Males,Bukit Merah- Total,Everton Park,330
2015,Malays,Males,Bukit Merah- Total,Henderson Hill,1010
2015,Malays,Males,Bukit Merah- Total,Kampong Tiong Bahru,530
2015,Malays,Males,Bukit Merah- Total,Maritime Square,20
2015,Malays,Males,Bukit Merah- Total,Redhill,500
2015,Malays,Males,Bukit Merah- Total,Telok Blangah Drive,670
2015,Malays,Males,Bukit Merah- Total,Telok Blangah Rise,380
2015,Malays,Males,Bukit Merah- Total,Telok Blangah Way,720
2015,Malays,Males,Bukit Merah- Total,Tiong Bahru,90
2015,Malays,Males,Bukit Merah- Total,Tiong Bahru Station,460
2015,Malays,Males,Bukit Panjang- Total,Bangkit,2080
2015,Malays,Males,Bukit Panjang- Total,Dairy Farm,40
2015,Malays,Males,Bukit Panjang- Total,Fajar,2780
2015,Malays,Males,Bukit Panjang- Total,Jelebu,2240
2015,Malays,Males,Bukit Panjang- Total,Nature Reserve,30
2015,Malays,Males,Bukit Panjang- Total,Saujana,2300
2015,Malays,Males,Bukit Panjang- Total,Senja,1740
2015,Malays,Males,Bukit Timah- Total,Anak Bukit,100
2015,Malays,Males,Bukit Timah- Total,Coronation Road,10
2015,Malays,Males,Bukit Timah- Total,Farrer Court,70
2015,Malays,Males,Bukit Timah- Total,Hillcrest,20
2015,Malays,Males,Bukit Timah- Total,Holland Road,30
2015,Malays,Males,Bukit Timah- Total,Leedon Park,30
2015,Malays,Males,Bukit Timah- Total,Swiss Club,30
2015,Malays,Males,Bukit Timah- Total,Ulu Pandan,20
